variant	exit_status	verdict	steps	total_iters	tail_6_8_iters	duration	warnings	nans	cutbacks	fallback_accepts	min_alpha	max_ls_trials
G1-baseline	0	neutral	8	585	533	00:23:07.903	0	0	0	0		0
