step	iteration	lambda	dlambda	radius
1	0	1.159096000000e-04	1.159096000000e-04	1.250000000000e-03
1	1	1.214587000000e-04	5.549069000000e-06	1.250000000000e-03
1	2	6.433438000000e-06	-1.150252000000e-04	1.250000000000e-03
